,id,created,superceded_id,valid,score,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,pre_pt_position,post_pt_position
661,14362046,2022-11-17 14:28:59.843347+00:00,,t,21,74172162466237069,648518346489559639,74172162466245010,648518346494774179,[ 62185 105805   2768],[ 62211 105787   2768]
662,27852669,2022-11-17 14:28:59.843347+00:00,,t,23,73750156025284541,648518346509757242,73750156025254179,648518346494774179,[ 49961 111063   2453],[ 49979 111095   2453]
663,10975019,2022-11-17 14:28:59.843347+00:00,,t,14,74101450124698829,648518346499756499,74101450124686338,648518346494774179,[60137 94807  2778],[60155 94785  2778]
664,10975063,2022-11-17 14:28:59.843347+00:00,,t,14,74101450124611162,648518346494790834,74101450124642201,648518346494774179,[60261 94707  2750],[60237 94693  2752]
665,14487993,2022-11-17 14:28:59.843347+00:00,,t,31,73890344160270001,648518346515515898,73890344160312697,648518346494774179,[53299 95731  3210],[53333 95727  3211]
666,14488195,2022-11-17 14:28:59.843347+00:00,,t,31,73890344160425325,648518346496749540,73890344160433175,648518346494774179,[53705 95583  3229],[53691 95549  3230]
667,14521167,2022-11-17 14:28:59.843347+00:00,,t,27,74101930892600483,648518346486520964,74101930892605912,648518346494774179,[ 60913 110339   2280],[ 60925 110377   2281]
668,14521171,2022-11-17 14:28:59.843347+00:00,,t,35,74101930892603271,648518346495271350,74101930892605912,648518346494774179,[ 60913 110389   2278],[ 60929 110395   2280]
669,14521191,2022-11-17 14:28:59.843347+00:00,,t,33,74101930892619359,648518346486520964,74101930892632501,648518346494774179,[ 60933 110313   2282],[ 60953 110343   2282]
670,14521243,2022-11-17 14:28:59.843347+00:00,,t,38,74101930892568607,648518346489293509,74101930892589626,648518346494774179,[ 60993 109937   2271],[ 61023 109935   2270]
671,23119301,2022-11-17 14:28:59.843347+00:00,,t,15,73960987648395031,648518346518448726,73960987648418671,648518346494774179,[ 57281 103019   3001],[ 57269 103001   3003]
672,10336393,2022-11-17 14:28:59.843347+00:00,,t,35,73820593556265770,648518346497328001,73820593556260862,648518346494774179,[ 53085 113415   2674],[ 53097 113383   2674]
673,14109818,2022-11-17 14:28:59.843347+00:00,,t,44,73679580988651457,648518346497328001,73679580988651346,648518346494774179,[ 48251 104937   2288],[ 48205 104933   2289]
674,14109853,2022-11-17 14:28:59.843347+00:00,,t,22,73679580988655822,648518346475489889,73679580988641590,648518346494774179,[ 48243 104565   2288],[ 48251 104561   2286]
675,10420151,2022-11-17 14:28:59.843347+00:00,,t,26,73820181104941383,648518346492130066,73820181104958842,648518346494774179,[ 52475 100581   2336],[ 52461 100557   2338]
